id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,high_education_ind,clm,numclaims,claimcst0
182,3.62,0.468272401,UTE,2,M,D,2,petrol,261,93.0,white,M,1,weekday,12pm - 6pm,6,640.5133240602197,1.0,0,0,0.0
183,2.62,0.066548724,STNWG,3,F,A,2,petrol,121,96.0,black,S,0,weekday,12pm - 6pm,12,645.3000366646309,0.0,0,0,0.0
184,2.74,0.514234055,STNWG,2,M,F,4,dissel,190,88.0,gray,M,1,weekend,6pm - 12am,12,660.2300470679784,0.0,0,0,0.0
185,1.41,0.288902464,HBACK,1,F,F,2,petrol,143,69.0,black,M,0,weekday,6am - 12pm,12,644.8803637933735,0.0,0,0,0.0
186,2.18,0.359521513,SEDAN,1,F,D,5,petrol,129,78.0,blue,S,1,weekday,6am - 12pm,12,651.1261719071028,0.0,0,0,0.0
187,0.95,0.774426772,HBACK,3,F,C,3,petrol,124,45.0,yellow,S,1,weekend,6am - 12pm,12,655.8834829050064,0.0,0,0,0.0
188,2.31,0.374508985,MCARA,4,M,D,3,dissel,90,78.0,yellow,M,0,weekday,6am - 12pm,12,642.090815584338,0.0,0,0,0.0
189,1.56,0.347674234,HBACK,2,F,B,5,petrol,142,53.0,blue,M,0,weekday,12pm - 6pm,6,646.6500688559886,0.0,0,0,0.0
190,1.83,0.1635021155,SEDAN,2,F,B,5,electric,122,32.0,gray,S,1,weekend,12pm - 6pm,6,647.0121903177968,0.0,0,0,0.0
191,0.86,0.423546917,SEDAN,4,F,C,2,petrol,146,91.0,white,M,1,weekday,12pm - 6pm,12,658.3545108810118,0.0,0,0,0.0
192,5.88,0.192395652,STNWG,1,F,E,2,dissel,179,63.0,gray,S,1,weekday,12pm - 6pm,12,650.444306325742,0.0,0,0,0.0
193,0.65,0.162013283,SEDAN,4,F,A,4,electric,133,99.0,gray,M,0,weekday,12am - 6 am,12,652.5518954511714,0.0,0,0,0.0
194,1.35,0.857392868,HBACK,2,F,C,2,petrol,156,81.0,white,M,0,weekday,6am - 12pm,12,643.9406314434353,0.0,0,0,0.0
195,0.84,0.436163617,HBACK,4,M,C,1,petrol,127,37.0,black,S,0,weekday,12pm - 6pm,12,635.870212154065,0.0,0,0,0.0
196,2.89,0.529189997,STNWG,2,F,B,3,petrol,130,40.0,white,M,1,weekday,6am - 12pm,12,649.5093709932468,0.0,0,0,0.0
197,2.35,0.2295698935,MIBUS,4,F,C,3,hybrid,160,98.0,blue,M,1,weekend,12pm - 6pm,6,648.8915587032652,0.0,0,0,0.0
198,3.6,0.872885789,SEDAN,3,F,B,5,petrol,110,52.0,gray,S,1,weekday,6am - 12pm,12,694.9409733221714,0.0,0,0,0.0
199,1.15,0.740835132,SEDAN,4,F,A,5,petrol,156,82.0,silver,S,1,weekday,6am - 12pm,12,652.4467518642097,0.0,0,0,0.0
200,1.53,0.595884564,HBACK,1,F,C,1,petrol,95,46.0,black,S,1,weekday,12pm - 6pm,12,657.3034516304218,0.0,1,1,5259.769434
201,0.84,0.4013890755,HBACK,3,M,A,5,dissel,127,85.0,blue,M,1,weekend,6pm - 12am,6,642.6561107651124,0.0,0,0,0.0
202,1.85,0.277275644,SEDAN,1,M,D,4,petrol,126,70.0,blue,S,0,weekday,12pm - 6pm,12,669.700411286066,0.0,0,0,0.0
203,2.65,0.295822185,STNWG,3,F,E,5,petrol,101,57.0,white,M,1,weekday,12pm - 6pm,12,644.5628070849673,0.0,0,0,0.0
204,0.37,0.42939262,SEDAN,4,M,D,6,petrol,154,99.0,gray,S,0,weekday,6am - 12pm,6,655.161210428363,0.0,0,0,0.0
205,0.76,0.4091037775,SEDAN,4,F,D,3,petrol,163,81.0,white,S,0,weekday,6am - 12pm,6,646.3078380424528,0.0,0,0,0.0
206,1.92,0.3010577825,SEDAN,2,F,D,2,petrol,151,90.0,gray,M,1,weekday,12am - 6 am,6,643.532711925844,0.0,0,0,0.0
207,3.65,0.162542741,TRUCK,1,F,E,3,dissel,404,71.0,blue,M,1,weekday,6am - 12pm,12,654.3933479107772,0.0,0,0,0.0
208,1.68,0.659025501,HBACK,2,F,C,2,petrol,150,45.0,green,M,1,weekend,12pm - 6pm,12,643.5244823635093,0.0,0,0,0.0
209,0.83,0.716049056,HBACK,4,F,B,3,electric,137,92.0,gray,S,1,weekday,6am - 12pm,12,650.6981823549354,0.0,0,0,0.0
210,1.37,0.594462874,HBACK,3,F,B,2,hybrid,105,80.0,white,M,0,weekday,12pm - 6pm,12,654.335027366042,0.0,0,0,0.0
211,1.79,0.809195987,TRUCK,1,M,C,3,dissel,245,99.0,gray,M,1,weekend,6am - 12pm,12,646.977574568606,0.0,0,0,0.0
212,0.45,0.677466953,SEDAN,4,M,B,1,petrol,141,88.0,green,S,1,weekday,6am - 12pm,12,645.9514137298677,0.0,1,1,689.2067195
213,1.55,0.036106117,COUPE,4,M,A,5,petrol,239,53.0,blue,S,1,weekday,6am - 12pm,12,652.1531717481982,0.0,0,0,0.0
214,2.41,0.088819435,SEDAN,2,F,B,2,petrol,130,92.0,gray,M,1,weekday,6pm - 12am,12,652.7197608708533,0.0,0,0,0.0
215,3.41,0.078082877,UTE,1,F,D,3,petrol,192,74.0,blue,M,0,weekend,6am - 12pm,12,646.1711983282074,0.0,0,0,0.0
216,1.98,0.16611318,SEDAN,1,F,B,5,hybrid,120,63.0,white,S,1,weekday,12pm - 6pm,12,649.0618929999084,0.0,0,0,0.0
217,1.0,0.088042134,UTE,4,M,C,1,petrol,150,68.0,brown,M,1,weekday,6am - 12pm,12,648.4331493160557,0.0,0,0,0.0
218,1.39,0.341332334,HBACK,2,F,B,3,petrol,157,78.0,black,M,1,weekday,6am - 12pm,12,649.5949877678089,0.0,0,0,0.0
219,0.48,0.41736392,STNWG,4,F,B,4,petrol,159,47.0,black,S,0,weekend,12pm - 6pm,12,645.9841350912834,0.0,0,0,0.0
220,0.44,0.4996649145,SEDAN,4,F,B,5,petrol,189,79.0,gray,M,1,weekday,6am - 12pm,6,647.8309837054312,1.0,1,1,304.6298498
221,1.99,0.587735323,UTE,2,M,A,4,dissel,172,92.0,black,S,1,weekday,6am - 12pm,12,649.4456978982893,0.0,0,0,0.0
222,1.07,0.1342279065,SEDAN,4,F,C,5,petrol,154,68.0,yellow,M,1,weekday,6am - 12pm,6,638.8089326423801,0.0,0,0,0.0
223,1.68,0.631352745,SEDAN,3,M,B,4,petrol,156,98.0,brown,M,1,weekday,6pm - 12am,12,646.8708782577398,0.0,0,0,0.0
224,1.2,0.325586044,SEDAN,3,F,C,4,petrol,156,94.0,gray,S,0,weekend,6am - 12pm,6,647.2641417618141,0.0,0,0,0.0
225,2.35,0.697214697,MIBUS,4,F,B,2,electric,227,65.0,black,S,1,weekend,12am - 6 am,12,644.3310309453047,0.0,0,0,0.0
226,2.41,0.506957693,STNWG,2,F,C,5,petrol,183,81.0,blue,M,1,weekend,12pm - 6pm,12,662.1183838250682,0.0,0,0,0.0
227,0.47,0.697980415,SEDAN,4,F,C,6,electric,108,83.0,black,S,0,weekday,12pm - 6pm,12,645.4757441141966,0.0,0,0,0.0
228,5.68,0.999360163,STNWG,1,F,A,2,electric,143,55.0,blue,M,0,weekday,6am - 12pm,12,643.6706547992513,1.0,0,0,0.0
229,1.44,0.829482455,STNWG,4,M,B,1,petrol,168,97.0,black,M,1,weekend,12am - 6 am,12,666.989606653635,0.0,0,0,0.0
230,1.49,0.885986777,HBACK,1,M,B,3,dissel,141,73.0,white,S,1,weekday,12pm - 6pm,12,638.4866943811476,1.0,0,0,0.0
231,0.58,0.397178089,HBACK,4,F,C,3,electric,139,21.0,white,M,0,weekday,6am - 12pm,12,650.6118714477614,0.0,0,0,0.0
232,3.72,0.833765654,STNWG,2,M,C,4,dissel,107,73.0,white,S,0,weekday,12pm - 6pm,12,643.8369679261295,0.0,1,1,375.6871601
233,0.67,0.645181099,HBACK,4,F,D,5,petrol,82,38.0,brown,S,1,weekday,6pm - 12am,12,645.7479945985096,0.0,0,0,0.0
234,1.49,0.729606676,SEDAN,2,M,A,1,petrol,197,82.0,black,S,1,weekday,12pm - 6pm,12,646.246936326139,0.0,0,0,0.0
235,1.83,0.398541188,HBACK,1,F,A,1,dissel,145,80.0,silver,S,1,weekday,12pm - 6pm,12,674.6805429031599,0.0,0,0,0.0
236,1.69,0.1861362015,SEDAN,2,F,C,3,petrol,194,98.0,white,S,0,weekday,12pm - 6pm,6,644.6698065623115,0.0,0,0,0.0
237,1.85,0.241585419,HBACK,2,M,A,2,petrol,100,61.0,black,S,1,weekday,6am - 12pm,12,661.1335098907439,0.0,0,0,0.0
238,0.89,0.898811939,SEDAN,4,F,C,1,petrol,141,65.0,gray,M,0,weekday,12pm - 6pm,12,634.7484550737956,1.0,0,0,0.0
239,2.65,0.940755591,STNWG,3,M,B,1,petrol,187,37.0,gray,M,0,weekday,6am - 12pm,12,670.3214119720008,1.0,1,1,1924.018905
240,1.43,0.116153104,HBACK,1,F,C,2,electric,120,85.0,black,M,1,weekday,12pm - 6pm,12,649.7326864873279,0.0,0,0,0.0
241,1.43,0.328358043,SEDAN,3,F,B,4,electric,199,68.0,black,M,0,weekday,12am - 6 am,12,700.6167167829706,0.0,0,0,0.0
242,1.23,0.123028463,HBACK,1,M,A,4,petrol,111,51.0,black,S,1,weekday,6pm - 12am,12,642.6751281863728,0.0,0,0,0.0
243,1.93,0.862073952,SEDAN,1,M,C,2,petrol,195,61.0,gray,M,1,weekday,12pm - 6pm,12,659.6403567322817,0.0,0,0,0.0
244,1.72,0.132011021,SEDAN,2,M,C,2,petrol,144,98.0,blue,S,1,weekday,12pm - 6pm,12,656.6595347116372,0.0,0,0,0.0
245,1.62,0.3256855635,STNWG,4,M,B,4,dissel,158,68.0,gray,S,0,weekday,6am - 12pm,6,648.3743641930294,0.0,0,0,0.0
246,1.65,0.414644925,HBACK,1,F,A,1,dissel,117,93.0,black,M,1,weekday,12pm - 6pm,6,656.3145990734074,0.0,0,0,0.0
247,0.71,0.999327665,STNWG,4,M,D,4,petrol,154,99.0,silver,M,0,weekend,12pm - 6pm,12,643.2637304337031,1.0,0,0,0.0
248,1.68,0.265115908,HBACK,1,F,C,4,petrol,92,82.0,white,S,1,weekday,6am - 12pm,12,648.2490798145836,0.0,0,0,0.0
249,0.91,0.4266333985,HBACK,4,F,A,5,petrol,103,29.0,white,M,0,weekday,6am - 12pm,6,658.307040960293,0.0,0,0,0.0
250,1.29,0.85410681,HDTOP,4,M,C,5,hybrid,213,52.0,gray,S,0,weekday,12pm - 6pm,12,640.4768794949135,0.0,0,0,0.0
251,0.95,0.321844263,HBACK,3,F,E,4,electric,97,97.0,white,M,1,weekday,6am - 12pm,12,643.4378068440558,0.0,1,1,9373.633978
252,4.51,0.58326857,STNWG,1,M,F,2,petrol,201,90.0,gray,M,0,weekend,12pm - 6pm,12,642.035204384883,0.0,0,0,0.0
253,0.86,0.942077883,COUPE,4,F,C,3,dissel,259,59.0,gray,M,1,weekday,12pm - 6pm,12,644.7273676344846,1.0,0,0,0.0
254,1.62,0.9453157,STNWG,4,M,A,3,petrol,127,62.0,red,S,0,weekday,12pm - 6pm,12,650.3101681112722,1.0,1,1,354.6875031
255,4.76,0.435745113,STNWG,1,M,C,3,dissel,160,99.0,blue,M,0,weekday,12pm - 6pm,6,665.5630033955175,1.0,0,0,0.0
256,2.24,0.824154903,TRUCK,3,M,E,5,petrol,353,84.0,silver,S,1,weekday,12pm - 6pm,12,680.1827528725363,0.0,0,0,0.0
257,1.96,0.07882504,UTE,1,M,B,4,petrol,204,95.0,blue,M,1,weekday,6am - 12pm,12,644.9021486548709,0.0,0,0,0.0
258,1.6,0.72141368,SEDAN,2,F,B,4,petrol,126,79.0,silver,M,0,weekday,6am - 12pm,12,671.4439138283939,0.0,0,0,0.0
259,1.99,0.719413136,HBACK,2,M,C,4,petrol,117,52.0,white,M,0,weekday,6pm - 12am,12,652.1445051073556,0.0,0,0,0.0
260,0.53,0.535226951,HBACK,4,F,D,1,petrol,77,62.0,black,S,0,weekday,12pm - 6pm,12,640.9002777506054,0.0,0,0,0.0
261,2.01,0.092306186,SEDAN,2,F,C,5,petrol,119,81.0,red,M,1,weekday,6am - 12pm,12,664.0257616790972,0.0,0,0,0.0
262,2.7,0.473947869,SEDAN,1,M,D,4,petrol,128,63.0,gray,S,1,weekday,12pm - 6pm,12,652.2738309772843,0.0,0,0,0.0
263,1.44,0.630532989,STNWG,4,M,B,3,hybrid,124,75.0,red,M,0,weekday,12pm - 6pm,12,641.6741233018605,0.0,0,0,0.0
264,4.58,0.297067964,COUPE,2,F,A,4,petrol,251,88.0,silver,M,0,weekend,12pm - 6pm,12,642.5666066292011,0.0,0,0,0.0
265,1.4,0.2079064785,SEDAN,3,F,B,4,petrol,156,75.0,gray,M,1,weekday,6am - 12pm,6,642.1446201468353,0.0,0,0,0.0
266,0.8,0.321966792,HBACK,3,M,A,3,petrol,107,46.0,black,M,0,weekday,12pm - 6pm,12,649.0233735960057,0.0,0,0,0.0
267,0.81,0.757472855,HBACK,4,F,C,5,petrol,107,94.0,yellow,S,1,weekday,12am - 6 am,12,647.2811771602245,0.0,0,0,0.0
268,2.32,0.40835016,UTE,3,M,C,4,dissel,230,60.0,black,M,1,weekday,6pm - 12am,12,706.6917816952724,0.0,0,0,0.0
269,1.38,0.78501758,PANVN,3,F,B,4,petrol,91,99.0,yellow,S,0,weekday,12pm - 6pm,12,650.4047115062807,0.0,1,1,545.1857803
270,1.6,0.569167454,SEDAN,3,F,B,3,petrol,136,70.0,blue,M,0,weekday,12am - 6 am,12,653.559466306088,0.0,0,0,0.0
271,2.21,0.268764398,COUPE,2,M,C,3,dissel,306,72.0,white,S,1,weekday,12pm - 6pm,12,639.1028694660876,0.0,0,0,0.0
272,1.52,0.151893478,HBACK,1,F,C,3,petrol,83,61.0,white,S,0,weekend,6am - 12pm,6,639.9698018416813,0.0,0,0,0.0
273,0.89,0.295638096,SEDAN,4,M,C,5,dissel,106,73.0,gray,M,1,weekday,6am - 12pm,12,649.2734738388251,0.0,0,0,0.0
274,0.58,0.1346111465,HBACK,4,M,B,2,dissel,82,91.0,gray,S,1,weekend,6pm - 12am,6,648.790265309987,0.0,0,0,0.0
275,1.76,0.0430085255,STNWG,4,M,A,4,dissel,100,68.0,gray,S,1,weekend,12pm - 6pm,6,642.8626681200915,0.0,0,0,0.0
276,1.86,0.119070096,SEDAN,2,F,A,1,hybrid,131,98.0,green,S,0,weekday,6am - 12pm,6,654.8220112750009,0.0,0,0,0.0
277,5.56,0.084813963,STNWG,1,M,A,2,dissel,133,71.0,gray,M,0,weekday,6am - 12pm,6,646.5025344340144,0.0,0,0,0.0
278,1.79,0.966968143,SEDAN,2,M,C,6,hybrid,109,50.0,green,S,1,weekday,6am - 12pm,12,640.3521208536407,1.0,0,0,0.0
279,0.48,0.567419195,HBACK,4,F,C,4,petrol,148,99.0,black,M,0,weekday,12am - 6 am,12,630.369230425172,0.0,0,0,0.0
280,1.61,0.382093291,HBACK,1,M,C,1,petrol,75,69.0,yellow,M,1,weekday,6am - 12pm,12,657.8240142397225,0.0,0,0,0.0
281,1.68,0.4415354585,HBACK,3,F,B,5,hybrid,98,71.0,white,M,1,weekday,12pm - 6pm,6,643.6765210743462,1.0,0,0,0.0
282,4.62,0.807104549,STNWG,2,M,D,5,petrol,198,75.0,silver,S,0,weekday,12pm - 6pm,12,642.6947722800084,0.0,0,0,0.0
283,3.3,0.92137177,SEDAN,2,F,C,3,petrol,121,66.0,silver,S,0,weekday,6am - 12pm,12,638.3092928750186,1.0,0,0,0.0
284,1.58,0.412356052,HBACK,1,F,C,4,petrol,101,69.0,gray,M,1,weekday,12pm - 6pm,12,655.8377523279191,0.0,1,1,229.1742481
285,1.72,0.697655125,SEDAN,2,M,A,2,petrol,162,74.0,white,S,0,weekday,12pm - 6pm,12,641.4986537573618,0.0,0,0,0.0
286,0.77,0.444363419,HBACK,4,F,A,4,petrol,73,99.0,brown,S,1,weekday,6am - 12pm,12,640.9847447067428,0.0,1,1,884.8918047
287,0.36,0.1480154795,SEDAN,4,F,C,5,petrol,110,53.0,black,S,0,weekend,6am - 12pm,6,644.6977732502532,0.0,0,0,0.0
288,0.49,0.618898987,STNWG,4,F,A,4,hybrid,110,94.0,gray,S,1,weekday,6pm - 12am,12,642.568941590855,0.0,0,0,0.0
289,1.57,0.334355629,STNWG,4,M,F,2,petrol,115,70.0,silver,M,1,weekday,6am - 12pm,12,643.2516900184199,0.0,0,0,0.0
290,0.48,0.096646194,SEDAN,4,F,C,3,petrol,151,82.0,red,M,1,weekday,12pm - 6pm,12,641.4286064795734,0.0,0,0,0.0
291,3.13,0.552307899,STNWG,3,M,F,3,petrol,138,50.0,white,M,0,weekday,12am - 6 am,12,643.2081812348551,0.0,0,0,0.0
292,1.23,0.421794711,STNWG,4,M,C,5,dissel,180,77.0,yellow,M,1,weekday,6am - 12pm,12,660.0806522051618,0.0,0,0,0.0
293,0.99,0.826222095,HBACK,3,F,D,4,petrol,127,93.0,gray,S,1,weekday,6am - 12pm,12,641.5518589013071,0.0,0,0,0.0
294,0.32,0.062929661,HBACK,4,M,C,5,petrol,89,64.0,white,M,1,weekend,12pm - 6pm,12,643.2780186068953,0.0,0,0,0.0
295,4.16,0.724639633,STNWG,2,F,C,4,petrol,100,91.0,black,M,1,weekday,6am - 12pm,12,644.4570276996458,0.0,1,1,445.7394339
296,4.46,0.046329558,STNWG,1,M,B,3,dissel,196,88.0,white,S,0,weekday,12pm - 6pm,6,644.97973038816,0.0,0,0,0.0
297,1.91,0.527624501,HBACK,2,F,C,5,petrol,74,46.0,brown,S,1,weekday,12pm - 6pm,12,666.1706798685119,0.0,0,0,0.0
298,1.22,0.428542837,SEDAN,3,F,C,3,dissel,111,46.0,blue,M,0,weekend,12pm - 6pm,12,662.5672642942933,0.0,0,0,0.0
299,1.86,0.138986695,SEDAN,2,M,D,4,petrol,174,74.0,brown,S,0,weekday,6am - 12pm,12,647.5016828710275,0.0,0,0,0.0
300,1.7,0.3371345205,HBACK,1,M,D,4,petrol,127,48.0,yellow,M,1,weekday,6pm - 12am,6,643.3467250295386,0.0,0,0,0.0
301,1.1,0.55867601,HBACK,2,F,B,2,petrol,140,83.0,gray,M,1,weekday,6pm - 12am,12,645.5690125597574,0.0,0,0,0.0
302,3.22,0.501854047,STNWG,3,F,B,4,petrol,106,75.0,black,S,1,weekend,6am - 12pm,12,664.9055473784499,0.0,0,0,0.0
303,1.15,0.142441722,HBACK,3,F,A,4,petrol,72,58.0,silver,M,1,weekend,12pm - 6pm,12,638.0509601207614,0.0,0,0,0.0
304,0.46,0.122450132,SEDAN,4,F,B,5,petrol,172,63.0,gray,S,1,weekday,12am - 6 am,12,643.6768874920107,0.0,0,0,0.0
305,0.93,0.154754326,HBACK,3,M,B,3,electric,108,79.0,red,S,0,weekday,12pm - 6pm,12,645.3782173917924,0.0,0,0,0.0
306,2.47,0.170544615,SEDAN,1,M,B,4,petrol,173,95.0,white,M,0,weekday,12pm - 6pm,12,655.0623139719336,0.0,0,0,0.0
307,0.91,0.345344831,SEDAN,3,F,B,2,petrol,166,91.0,white,M,1,weekday,12am - 6 am,12,648.6311226975937,0.0,0,0,0.0
308,3.3,0.989084029,STNWG,3,M,F,3,electric,187,75.0,gray,S,0,weekday,6am - 12pm,12,631.507416293965,1.0,0,0,0.0
309,1.26,0.223901232,SEDAN,4,F,B,4,petrol,162,49.0,black,M,1,weekday,12pm - 6pm,12,644.6157581786705,0.0,0,0,0.0
310,1.38,0.989254585,HBACK,2,F,A,5,petrol,70,78.0,black,S,0,weekday,12pm - 6pm,12,640.8729211430563,1.0,1,1,417.5411025
311,0.5,0.23026277,SEDAN,4,F,A,6,petrol,174,73.0,black,M,0,weekday,6pm - 12am,6,652.7255837364274,0.0,1,1,491.1749976
312,1.21,0.071841051,UTE,4,M,D,1,petrol,157,56.0,gray,M,1,weekday,12pm - 6pm,12,647.0865017715694,0.0,0,0,0.0
313,1.3,0.069438983,SEDAN,3,F,A,4,petrol,161,70.0,green,M,0,weekday,6am - 12pm,12,646.8712167678642,0.0,0,0,0.0
314,2.06,0.497426863,UTE,1,M,D,3,petrol,204,63.0,gray,M,1,weekday,6am - 12pm,12,648.2595003137874,0.0,0,0,0.0
315,0.55,0.629350588,SEDAN,4,F,D,6,petrol,126,99.0,blue,S,0,weekday,6am - 12pm,12,649.5589316936912,0.0,0,0,0.0
316,1.79,0.690634685,STNWG,4,F,B,1,hybrid,181,78.0,yellow,M,0,weekday,6am - 12pm,12,637.3809479564834,0.0,0,0,0.0
317,2.95,0.236448708,STNWG,2,F,A,3,petrol,176,70.0,green,M,1,weekday,6am - 12pm,12,646.8253628247957,0.0,0,0,0.0
318,13.75,0.3104573965,COUPE,1,F,A,2,petrol,194,99.0,black,M,1,weekend,12pm - 6pm,6,651.3675735913062,0.0,0,0,0.0
319,0.75,0.492813027,STNWG,4,M,C,3,petrol,139,76.0,red,M,0,weekday,6pm - 12am,12,652.9265665874486,0.0,0,0,0.0
320,0.45,0.816017536,HBACK,4,F,C,3,petrol,99,82.0,white,M,1,weekday,6am - 12pm,12,642.1570386694443,0.0,1,1,2463.953541
321,1.36,0.347528008,HBACK,3,F,B,2,petrol,77,45.0,blue,S,1,weekday,6am - 12pm,12,642.8392136912347,0.0,0,0,0.0
322,1.0,0.808583119,HBACK,4,F,A,4,petrol,103,85.0,gray,M,1,weekend,12pm - 6pm,12,644.7642630405103,0.0,0,0,0.0
323,1.34,0.996785393,HBACK,3,F,B,2,petrol,142,94.0,white,M,1,weekday,12pm - 6pm,12,671.4443679431735,1.0,1,2,2090.550035
324,2.18,0.09320799,STNWG,3,M,C,2,dissel,163,90.0,black,M,1,weekday,12pm - 6pm,12,639.5083243662918,0.0,0,0,0.0
325,1.33,0.4821050995,UTE,4,F,C,2,dissel,257,49.0,black,S,1,weekend,6am - 12pm,6,641.9513477947138,1.0,0,0,0.0
326,1.26,0.885832488,HBACK,2,F,C,5,petrol,74,70.0,silver,S,1,weekend,6am - 12pm,12,657.8216899801207,1.0,0,0,0.0
327,0.71,0.045396963,SEDAN,4,M,A,4,petrol,155,33.0,white,M,1,weekday,12pm - 6pm,12,646.1008116385101,0.0,1,1,4441.690527
328,4.36,0.794597221,STNWG,2,F,D,3,petrol,192,64.0,white,M,1,weekday,12pm - 6pm,12,643.9882565876379,0.0,0,0,0.0
329,1.83,0.787086354,HBACK,2,F,B,4,petrol,76,99.0,white,S,1,weekend,6am - 12pm,12,660.4091653652423,0.0,0,0,0.0
330,2.06,0.653527492,SEDAN,2,M,C,6,dissel,111,81.0,red,S,1,weekday,12pm - 6pm,12,662.4874628680303,0.0,0,0,0.0
331,0.25,0.720064733,HBACK,4,F,B,1,petrol,147,99.0,black,M,0,weekday,12pm - 6pm,12,642.0990082395746,0.0,0,0,0.0
332,0.87,0.917324952,STNWG,4,F,C,2,dissel,175,66.0,gray,S,1,weekday,12pm - 6pm,12,660.4279652329058,1.0,0,0,0.0
333,2.72,0.214315626,SEDAN,3,M,C,4,petrol,134,70.0,gray,S,1,weekday,6am - 12pm,12,643.8166010974574,0.0,0,0,0.0
334,1.07,0.781350982,HBACK,3,M,C,3,electric,92,99.0,brown,S,1,weekend,6pm - 12am,12,636.3842658547775,0.0,0,0,0.0
335,1.97,0.868665788,HBACK,1,M,A,5,petrol,138,41.0,blue,M,1,weekend,6am - 12pm,12,650.2721630414084,0.0,1,1,1054.432955
336,2.32,0.832033834,SEDAN,2,F,C,4,petrol,203,68.0,black,S,1,weekday,6am - 12pm,12,694.6385039543733,0.0,1,1,3779.554368
337,2.06,0.910427353,UTE,3,M,B,1,hybrid,174,63.0,black,M,1,weekday,12pm - 6pm,12,646.9607483617311,1.0,1,1,1457.216276
338,1.78,0.536418678,SEDAN,2,M,C,5,petrol,107,66.0,brown,M,1,weekday,6am - 12pm,12,657.5622277504939,0.0,0,0,0.0
339,1.34,0.219826296,SEDAN,3,F,C,6,hybrid,108,63.0,gray,M,1,weekday,6am - 12pm,12,641.9565463812596,0.0,0,0,0.0
340,3.69,0.041927713,STNWG,2,F,B,6,hybrid,202,85.0,brown,M,1,weekday,6am - 12pm,6,644.3241623562498,0.0,0,0,0.0
341,3.12,0.481833206,STNWG,3,M,B,5,petrol,175,99.0,red,M,1,weekday,6am - 12pm,12,644.4559719925537,0.0,0,0,0.0
342,1.14,0.3537155165,SEDAN,3,M,F,3,petrol,100,81.0,yellow,M,0,weekday,12pm - 6pm,6,652.2403352600039,0.0,0,0,0.0
343,0.87,0.443901309,HBACK,3,F,A,1,petrol,92,60.0,silver,M,1,weekday,6am - 12pm,6,637.4500027022574,1.0,1,1,414.9807268
344,2.85,0.069760671,STNWG,1,F,C,3,petrol,114,99.0,red,M,1,weekend,12pm - 6pm,6,679.0963057420271,0.0,0,0,0.0
345,2.45,0.824810903,STNWG,3,F,C,4,petrol,116,75.0,black,S,1,weekday,6am - 12pm,12,648.0237877225446,0.0,0,0,0.0
346,1.0,0.29775583,UTE,3,F,D,2,petrol,253,59.0,black,S,1,weekday,12pm - 6pm,12,646.6720982900849,0.0,0,0,0.0
347,2.35,0.479390067,HBACK,1,F,C,2,dissel,144,38.0,gray,S,1,weekend,12pm - 6pm,12,659.9804694812979,0.0,0,0,0.0
348,0.78,0.4518001265,TRUCK,3,M,A,5,dissel,245,72.0,silver,S,0,weekday,6am - 12pm,6,688.6973408636986,1.0,0,0,0.0
349,1.09,0.173751005,HBACK,3,F,C,3,electric,72,58.0,blue,S,0,weekend,6am - 12pm,12,643.0634121717515,0.0,0,0,0.0
350,0.45,0.14698503,HBACK,4,M,C,4,dissel,141,63.0,black,M,1,weekend,12pm - 6pm,12,663.0962338881511,0.0,0,0,0.0
351,3.38,0.713550167,STNWG,1,F,E,4,petrol,129,95.0,white,S,1,weekend,12pm - 6pm,12,644.4481846854382,0.0,0,0,0.0
352,1.83,0.382041362,STNWG,3,F,F,2,dissel,173,57.0,black,S,1,weekday,6pm - 12am,12,674.649076054032,0.0,0,0,0.0
353,3.42,0.1736171445,UTE,1,M,E,4,petrol,167,80.0,white,S,1,weekday,6pm - 12am,6,651.8718162969748,0.0,0,0,0.0
354,0.43,0.577940188,HBACK,4,M,C,4,hybrid,73,86.0,gray,S,0,weekday,12pm - 6pm,12,648.1335496835668,0.0,0,0,0.0
355,3.38,0.663160161,SEDAN,1,F,C,4,petrol,111,85.0,black,S,1,weekend,12pm - 6pm,12,644.9014275672595,0.0,0,0,0.0
356,0.5,0.049906208,SEDAN,4,F,D,3,petrol,124,57.0,white,M,0,weekend,6am - 12pm,12,643.930828064627,0.0,0,0,0.0
357,18.56,0.02623252,SEDAN,1,M,A,5,petrol,150,84.0,black,M,1,weekday,12pm - 6pm,12,655.2911406445689,0.0,0,0,0.0
358,1.6,0.0980247815,PANVN,3,M,C,4,petrol,63,80.0,white,M,1,weekend,6am - 12pm,6,638.9712135690678,0.0,0,0,0.0
359,1.76,0.46487651,SEDAN,2,F,C,6,petrol,161,86.0,gray,M,1,weekday,6am - 12pm,12,643.0628291578357,0.0,0,0,0.0
360,1.43,0.2356068645,SEDAN,2,F,A,2,petrol,169,84.0,white,S,1,weekday,12pm - 6pm,6,642.4986414926215,0.0,0,0,0.0
361,1.33,0.595533741,HBACK,2,F,A,2,petrol,92,99.0,gray,M,1,weekday,6am - 12pm,12,639.7863717341352,0.0,0,0,0.0
362,1.62,0.761116648,HBACK,2,F,C,3,petrol,120,81.0,yellow,S,0,weekday,6am - 12pm,12,659.0580348202934,0.0,0,0,0.0
